kotor;dirty;Rumah yang kotor dapat menjadi sarang bakteri.;Dirty homes can become a breeding ground for bacteria.;adjective;353
kerusakan;damage;Kerusakan jalan banyak terjadi pada musim hujan.;Road damage often occurs during the rainy season.;noun;354
jadi-jadian;pretending to be someone else;Dia tidak tulus dan selalu jadi-jadian.;He's not sincere and always pretending to be someone else.;adjective;355
lalu-lalang;passing by;Setiap hari, banyak kendaraan yang lalu-lalang di depan rumah saya.;Every day, many vehicles pass by in front of my house.;noun;356
anehnya;strangeness;Anehnya, saya tidak mengetahui kabar dari teman saya yang sedang sakit.;Strangeness, I don't know the news about my sick friend.;noun;357
tampaknya;apparently;Tampaknya cuaca akan cerah hari ini.;Apparently, the weather will be sunny today.;adverb;358
sebelah;next to;Toko baju tersebut berada di sebelah toko sepatu.;The clothing store is next to the shoe store.;adverb;359
lelah;tired;Saya merasa lelah setelah bekerja sepanjang hari.;I feel tired after working all day.;Adjective;360
ringan;light;Tasnya ringan dan mudah dibawa.;The bag is light and easy to carry.;Adjective;361
siaran;broadcast;Acara tersebut akan disiarkan langsung di televisi.;The event will be broadcasted live on TV.;Noun;362
saling;mutual;Kerjasama yang baik hanya bisa dicapai melalui pengertian saling menghargai.;Good cooperation can only be achieved through mutual understanding and respect.;Adjective;363
selamatkan;save;Mari kita bersama-sama berusaha untuk selamatkan bumi kita.;Let's work together to save our planet.;Verb;364
nafsu;desire;Dia tahu cara memuaskan nafsu pelanggannya.;He knows how to satisfy his customers' desires.;Noun;365
pernahkah;have ever;Pernahkah kamu mengunjungi kebun binatang di sini sebelumnya?;Have you ever visited the zoo here before?;Adverb;366
memperkenalkan;introduce;Izinkan saya untuk memperkenalkan diri, nama saya adalah Andi.;Allow me to introduce myself, my name is Andi.;Verb;367
pemuda;youth;Pemuda-pemudi di masa kini memiliki banyak peluang untuk berprestasi.;Today's youth have many opportunities to achieve excellence.;Noun;368
paksaan;coercion;Tidak ada yang suka dipaksa, mari kita berbicara dengan cara yang lebih baik.;No one likes coercion, let's talk in a better way.;Noun;369
jaringan;network;Dalam dunia bisnis, memiliki jaringan yang luas sangat penting.;In the business world, having a wide network is very important.;Noun;370
kenang-kenangan;souvenir;Saya membeli kenang-kenangan untuk keluarga ketika berada di sana.;I bought souvenirs for my family when I was there.;Noun;371
menyebar;spread;Kabar burung itu menyebar dengan cepat di lingkungan sekitar.;The rumor spread quickly in the surrounding community.;Verb;372
jangan-jangan;perhaps;Jangan-jangan mereka sudah tiba di sana sebelum kita.;Perhaps they have already arrived there before us.;Adverb;373
kenyamanan;comfort;Mereka selalu memperhatikan kenyamanan para tamu.;They always pay attention to the comfort of their guests.;Noun;374
memberitahu;inform;Tolong beritahu saya jika ada informasi lebih lanjut.;Please inform me if there is further information.;Verb;375
kesalahan;mistake;Dia tidak suka menerima kesalahan dari bawahannya.;He doesn't like receiving mistakes from his subordinates.;Noun;376
lengkap;complete;Saya ingin belajar bahasa Inggris secara lengkap dan terstruktur.;I want to learn English completely and structurally.;Adjective;377
resep;recipe;Tolong berikan resep sup ayammu yang enak itu.;Please give me your recipe for that delicious chicken soup.;Noun;378
lakukanlah;do it;Ayo lakukanlah apa yang kamu inginkan, jangan ragu!;Come on, do what you want, don't hesitate!;Verb;379
bercerita;telling stories;Aku suka bercerita tentang pengalaman saya saat bepergian.;I like telling stories about my travel experiences.;verb;380
beneran;really;Apakah kamu beneran merasa siap untuk ujian besok?;Do you really feel ready for tomorrow's exam?;adverb;381
mengganggu;annoying;Suara bising tetangga sedang sangat mengganggu saya.;The noisy neighbor's sound is very annoying me.;adjective;382
kejadian;incident;Kejadian itu membuat saya merasa sedih.;The incident makes me feel sad.;noun;383
berharga;valuable;Kenangan itu sangat berharga bagi saya.;The memory is very valuable to me.;adjective;384
sampai-sampai;to the extent of;Dia senang sampai-sampai melompat-lompat.;He's so happy to the extent of jumping around.;adverb;385
sama-sama-sama;together;Kami pergi ke pasar sama-sama-sama.;We went to the market together.;adverb;386
danau;lake;Pemandangan di sekitar danau sangat indah.;The scenery around the lake is very beautiful.;noun;387
belajarlah;learn;Sudah saatnya kamu belajarlah ilmu baru.;It's time for you to learn new knowledge.;verb;388
membandingkan;compare;Dia suka membandingkan harga barang di toko yang berbeda.;He likes to compare product prices at different stores.;verb;389
tersedia;available;Apakah kamar kosong masih tersedia?;Is the empty room still available?;adjective;390
hidupnya;his/her life;Saya ingin tahu lebih banyak tentang hidupnya.;I want to know more about his/her life.;noun;391
mengerikan;terrible;Kejadian itu sangat mengerikan dan menyedihkan.;The incident is very terrible and sad.;adjective;392
menjalin;establish;Sulit untuk menjalin hubungan dengan orang yang kita tidak kenal.;It is difficult to establish a relationship with a stranger.;verb;393
keren;cool;Gitar itu terlihat sangat keren.;The guitar looks very cool.;adjective;394
meminjamkan;lend;Bisakah kamu meminjamkan saya buku kamu?;Can you lend me your book?;verb;395
gemar;fond;Saya gemar makan cokelat setiap hari.;I am fond of eating chocolate every day.;adjective;396
bergairah;enthusiastic;Dia selalu bersemangat dan bergairah dalam bekerja.;He is always enthusiastic in working.;adjective;397
melindungi;protect;Orang tua biasanya melindungi anak mereka dari bahaya.;Parents usually protect their children from danger.;verb;398
kagum;admire;Saya kagum dengan kerja keras dan ketekunanmu dalam belajar.;I admire your hard work and diligence in studying.;verb;399
kering;dry;Saat musim kemarau, tanah menjadi kering.;During the dry season, the ground becomes dry.;adjective;400
menghibur;entertain;Banyak orang menonton film untuk menghibur diri.;Many people watch movies to entertain themselves.;verb;401
antar;deliver;Saya pergi ke kantor pos untuk mengantar surat.;I went to the post office to deliver the letter.;verb;402
dibicarakan;talked about;Kabar itu telah dibicarakan oleh banyak orang.;The news has been talked about by many people.;noun;403
bergegas;hurry;Dia harus bergegas agar tidak terlambat.;She had to hurry so she wouldn't be late.;verb;404
percuma;useless;Belajar matematika dengan malas-malasan sama saja percuma.;Studying math lazily is just useless.;adjective;405
kaitan;relationship;Hubungan persahabatan mereka memiliki kaitan yang erat.;Their friendship has a close relationship.;noun;406
anjing;dog;Dia memelihara anjing yang sangat lincah.;He has a very agile dog.;noun;407
nonton;watch;Saya ingin nonton bioskop malam ini.;I want to watch at the cinema tonight.;verb;408
sementara;while;Sementara itu, ayah sedang memasak.;Meanwhile, dad is cooking.;conjunction;409
barat;west;Saya tinggal di bagian barat kota.;I live in the western part of the city.;noun;410
menghubungkan;connect;Jembatan ini menghubungkan dua kota yang berbeda.;This bridge connects two different cities.;verb;411
berasa;feel;Air es berasa sangat menyegarkan di hari yang panas ini.;I feel very refreshed drinking ice water on this hot day.;verb;412
pengaruhnya;influence;Pengaruhnya sangat besar dalam pembentukan kebijakan ini.;His influence was very big in the formation of this policy.;noun;413
lainnya;other;Saya masih memiliki beberapa buku lainnya yang belum dibaca.;I still have several other books that I haven't read.;adjective;414
ngobrol;chat;Jangan hanya diam, mari ngobrol.;Don't just stay quiet, let's chat.;verb;415
campur;mix;Saya suka makanan yang dicampur banyak sayuran.;I like food that is mixed with a lot of vegetables.;verb;416
miring;tilted;Gambar itu terlihat miring.;The picture looks tilted.;adjective;417
tetaplah;keep;Tetaplah tenang dan jangan panik.;Stay calm and don't panic.;verb;418
sesuai;suitable;Pilihlah baju yang sesuai dengan acara.;Choose clothes that are suitable for the event.;adjective;419
berbalik;turn;Saat dia disuruh pulang, dia berbalik dan menatap aku;When he was told to go home, he turned around and looked at me;verb;420
mendapatkan;get;Aku ingin mendapatkan pekerjaan yang bagus setelah lulus kuliah;I want to get a good job after graduating from college;verb;421
menolong;help;Ayahku selalu siap menolong orang yang membutuhkan;My father is always ready to help people in need;verb;422
pesan;message, order;Aku ingin memberikan pesan penting kepada kalian semua;I want to give an important message to all of you;noun, verb;423
jujur;honest;Selalu jujur dalam semua hal yang kamu lakukan;Always be honest in everything you do;adjective;424
hanya-hanya;just for fun;Kami pergi ke taman hanya-hanya untuk bersantai dan menikmati pemandangan;We went to the park just for fun to relax and enjoy the view;adverb;425
kebebasan;freedom;Setiap orang berhak mendapatkan kebebasan untuk mengejar cita-citanya;Everyone deserves the freedom to pursue their dreams;noun;426
kampung;village;Dia tumbuh besar di kampung dan selalu merindukan kehidupan di sana;He grew up in a village and always misses life there;noun;427
tanganmu;your hand;Pegang erat-erat tanganmu saat kita menyeberangi jalan;Hold your hand tight when we cross the street;noun;428
kerasnya;toughness;Berlatihlah dengan kerasnya agar kamu bisa meraih kemenangan;Train tough so you can achieve victory;adverb;429
pemerintah;government;Pemerintah harus melindungi dan mengayomi rakyatnya;The government must protect and nurture its people;noun;430
memilih;choose;Anda harus memilih dengan bijak mana yang terbaik untukmu;You have to choose wisely which one is best for you;verb;431
makanan;food;Aku menyukai makanan yang sehat dan bergizi;I like healthy and nutritious food;noun;432
takdir;destiny;Saya percaya bahwa takdir adalah apa yang sudah ditentukan oleh Tuhan;I believe that destiny is what God has predetermined;noun;433
merindukan;miss;Aku merindukanmu setiap hari;I miss you every day;verb;434
setuju;agree;Saya setuju dengan pendapatmu;I agree with your opinion;verb;435
musim;season;Musim panas adalah waktu yang tepat untuk berlibur;Summer is the perfect time to go on vacation;noun;436
mendapat;obtain;Dia telah berhasil mendapat pekerjaan impian setelah berjuang keras;He has successfully obtained his dream job after struggling hard;verb;437
keadaan;condition;Kamu harus menyesuaikan diri dengan keadaan baru agar bisa bertahan hidup disana;You have to adapt to the new condition in order to survive there;noun;438
bawa;bring;Tolong bawa kopermu sendiri saat kita pergi liburan;Please bring your own suitcase when we go on vacation;verb;439
sehari-hari;daily;Sehari-hari saya selalu bangun jam 5 pagi untuk berolahraga;Every day I always wake up at 5am to exercise;adverb;440
sisi;side;Sisi manis dari hidup adalah memiliki teman-teman dan keluarga yang selalu mendukung;The sweet side of life is having friends and family who always support;noun;441
buat;make;Saya suka membuat kue di waktu senggang saya;I like to make cakes in my free time;verb;442
masalah;problem;Saya sedang menghadapi masalah di pekerjaan saya saat ini;I am currently facing problems at my job;noun;443
atas;on top of;Kucing saya sering duduk di atas meja kerja saya;My cat often sits on top of my desk;preposition;444
bagaimana;how;Bagaimana kabarmu hari ini?;How are you today?;interrogative pronoun;445
komentar;comment;Saya senang menerima komentar dari teman-teman mengenai tulisan saya;I am happy to receive comments from friends about my writing;noun;446
bisa;can;Saya percaya kamu pasti bisa menyelesaikan tugas ini dengan baik;I believe you can complete this task well;auxiliary verb;447
tetapi;but;Saya ingin membeli sepatu baru, tetapi saya tidak punya cukup uang;I want to buy new shoes, but I don't have enough money;conjunction;448
mengapa;why;Tolong beritahu saya mengapa kamu sedih;Please tell me why you are sad;interrogative pronoun;449
juga;also;Saya ingin belajar bahasa Spanyol juga;I want to learn Spanish also;adverb;450
tanpa;without;Saya tidak bisa berpikir tanpa kopi di pagi hari;I cannot think without coffee in the morning;preposition;451
berjalan;walking;Saya suka berjalan-jalan di taman pada akhir pekan;I like walking in the park on weekends;verb;452
kasus;case;Kasus ini harus diselesaikan secepat mungkin;This case must be solved as soon as possible;noun;453
menemukan;find;Saya senang menemukan buku yang saya cari-cari sejak lama;I am happy to find the book I have been looking for a long time;verb;454
mereka;they;Mereka semua pulang ke rumah masing-masing setelah acara selesai;They all went home after the event ended;pronoun;455
diambil;taken;Barang-barang saya sering diambil oleh adik saya tanpa sepengetahuan saya;My belongings are often taken by my sibling without my knowledge;verb;456
punya;have;Saya punya banyak karya seni di rumah saya;I have a lot of artwork in my home;verb;457
tersebut;that;Saya tidak tahu apa arti dari kata tersebut;I do not know what the meaning of that word is;determiner;458
dilakukan;done;Pekerjaan rumah harus dilakukan agar rumah tetap bersih dan nyaman;Household chores must be done to keep the house clean and comfortable;verb;459
ingin;want;Saya ingin makan nasi goreng hari ini;I want to eat fried rice today;verb;460
makan;eat;Saya suka makan ayam goreng;I like to eat fried chicken;verb;461
terdapat;found;Di kota ini terdapat banyak restoran;There are many restaurants found in this city;verb;462
sebab;reason;Dia tidak datang ke acara tersebut sebab dia sakit;She didn't come to the event for the reason that she was sick;noun;463
kenapa;why;Kenapa Anda tidak datang ke pertemuan tersebut?;Why didn't you come to the meeting?;interrogative;464
komunitas;community;Saya tergabung dalam komunitas olahraga;I'm part of the sports community;noun;465
diri;self;Kita harus menghargai diri sendiri;We should respect ourselves;noun;466
sekali;very;Makanan di restoran ini sangat enak sekali;The food at this restaurant is very delicious;adverb;467
senang;happy;Saya sangat senang bisa bertemu dengan teman lama saya;I am very happy to be able to meet my old friend;adjective;468
dirinya;himself/herself;Dia tidak ingin membicarakan hal tersebut dengan siapapun, dirinya sendiri saja;He didn't want to talk about it with anyone, just himself;pronoun;469
sehingga;so that;Saya belajar bahasa Inggris dengan tekun sehingga bisa bekerja di perusahaan multinasional;I studied English diligently so that I can work at a multinational company;conjunction;470
mempunyai;have;Saya mempunyai banyak pekerjaan yang harus selesai hari ini;I have a lot of work that needs to be finished today;verb;471
berkata;said;Dia berkata bahwa dia akan datang ke pesta ulang tahun saya;He said that he will come to my birthday party;verb;472
hal-hal;things;Saya selalu memikirkan hal-hal yang positif dalam hidup saya;I always think about positive things in my life;noun;473
ketika;when;Saya tiba di bandara ketika pesawat sudah siap berangkat;I arrived at the airport when the plane was ready to depart;conjunction;474
sejak;since;Saya sudah tidak makan daging sejak dua tahun yang lalu;I haven't eaten meat since two years ago;preposition;475
tahu;know;Saya tidak tahu apa yang harus saya lakukan;I don't know what I should do;verb;476
kota;city;Saya lahir dan besar di kota ini;I was born and raised in this city;noun;477
sebaiknya;should;Sebaiknya kamu segera memperbaiki printer itu;You should fix the printer soon;adverb;478
terdiri;consist;Mobil ini terdiri dari mesin yang handal;This car consists of a reliable engine;verb;479
mendapatkannya;get it;Seseorang perlu berusaha untuk mendapatkannya.;Someone needs to work to get it.;verb;480
segala;all;Segala sesuatu akan baik-baik saja.;Everything will be fine.;adjective;481
terletak;located;Posisi rumah terletak di pinggir kota.;The house is located on the outskirts of the city.;verb;482
dalam;in;Buku itu tersimpan dalam lemari.;The book is stored in the closet.;preposition;483
menangis;cry;Ibu menangis karena sangat bahagia.;Mom cries because she is very happy.;verb;484
salah;wrong;Anak itu tahu bahwa dia melakukan sesuatu yang salah.;The child knows that he did something wrong.;adjective;485
tekanan;pressure;Dia merasa tekanan untuk menyelesaikan proyek di waktu yang singkat.;She feels pressure to finish the project in a short time.;noun;486
baru;new;Saya membeli baju baru kemarin.;I bought a new shirt yesterday.;adjective;487
andaikata;if only;Andaikata saya bisa kembali ke masa lalu dan mengubah segalanya.;If only I could go back in time and change everything.;conjunction;488
dianggap;considered;Dia dianggap sebagai ahli dalam bidangnya.;He is considered an expert in his field.;verb;489
bermain;play;Anak-anak senang bermain di taman.;Children love to play in the park.;verb;490
milik;belong to;Buku ini milik saya.;This book belongs to me.;verb;491
sebaliknya;on the other hand;Saya rasa tidak, sebaliknya saya pikir itu buruk.;I don't think so, on the other hand I think that's bad.;adverb;492
didapat;obtained;Hasil yang diharapkan tidak didapat.;The expected result was not obtained.;verb;493
kiranya;maybe;Kiranya besok saya bisa melihat Anda.;Maybe tomorrow I can see you.;adverb;494
tidak;not;Saya tidak suka kopi hitam.;I don't like black coffee.;adverb;495
bersama;together;Mari kita bekerja bersama untuk menyelesaikan proyek ini.;Let's work together to complete this project.;adverb;496
dicari;looking for;Saya sedang mencari kunci mobil saya.;I am looking for my car keys.;verb;497
menjadi;become;Seseorang tidak menjadi besar hanya dengan berbicara.;A person does not become great just by talking.;verb;498
khususnya;especially;Saya menyukai buah-buahan segar, khususnya anggur.;I like fresh fruit, especially grapes.;adverb;499
selanjutnya;next;Selanjutnya, kami akan menyajikan hasil penelitian kami.;Next, we will present our research findings.;Adverb;500
artinya;meaning;Artinya, ia menolak tawaran itu.;Meaning, he rejected the offer.;Noun;501
tetap;keep;Saya harus tetap tenang di tengah kekacauan.;I have to keep calm in the midst of chaos.;Adverb;502
memberi;give;Kita harus selalu memberi yang terbaik.;We should always give our best.;Verb;503
sederhana;simple;Dalam hidup, terkadang sederhana lebih baik daripada rumit.;In life, sometimes simple is better than complicated.;Adjective;504
atau;or;Apakah Anda ingin kopi atau teh?;Do you want coffee or tea?;Conjunction;505
merupakan;is, are, am;Dia merupakan teman baik saya.;He is my good friend.;Verb;506
usia;age;Usia tidak menghalangi seseorang untuk mencapai impian mereka.;Age doesn't stop someone from achieving their dreams.;Noun;507
semua;all;Semua orang membutuhkan waktu istirahat.;Everyone needs rest.;Pronoun;508
membangun;build;Kami harus membangun hubungan kerja yang kuat.;We should build a strong working relationship.;Verb;509
melakukan;do;Apa yang bisa kamu lakukan untuk membantu?;What can you do to help?;Verb;510
sama;same;Kami bertiga memiliki pandangan yang sama tentang hal ini.;The three of us have the same view on this.;Adjective;511
lebih;more;Saya ingin belajar lebih banyak bahasa asing.;I want to learn more foreign languages.;Adverb;512
berat;heavy;Kotak ini sangat berat, saya butuh bantuanmu.;This box is very heavy, I need your help.;Adjective;513
saatnya;time;Saatnya untuk mengambil tindakan.;It's time to take action.;Noun;514
biasanya;usually;Saya biasanya tidur enam jam setiap malam.;I usually sleep for six hours every night.;Adverb;515
terkenal;famous;Pelukis itu terkenal dengan lukisannya yang indah.;The painter is famous for his beautiful paintings.;Adjective;516
kebutuhan;need;Kami harus memenuhi kebutuhan dasar penduduk desa itu.;We have to fulfill the basic needs of the village residents.;Noun;517
berusaha;try;Saya selalu berusaha melakukan yang terbaik.;I always try to do my best.;Verb;518
kira-kira;about, around;Kira-kira berapa lama perjalanan ini?;About how long is this journey?;Adverb;519
mengandung;contain;Pada saat hamil, makanan yang dikonsumsi harus mengandung nutrisi yang seimbang.;During pregnancy, the food consumed should contain a balanced nutrition.;verb;520
segera;immediately;Mohon segera datang ke kantor saya.;Please come to my office immediately.;adverb;521
timbul;arise;Masalah baru akan timbul jika kita tidak menyelesaikan masalah saat ini.;New problems will arise if we do not solve the current problem.;verb;522
diperlukan;required;Kerja sama tim yang baik diperlukan untuk mencapai tujuan proyek.;Good teamwork is required to achieve the project's goals.;adjective;523
diterapkan;implemented;Sistem baru akan diterapkan mulai minggu depan.;The new system will be implemented starting next week.;verb;524
dia;he/she;Dia adalah seorang ahli dalam bidang matematika.;He/she is an expert in the field of mathematics.;pronoun;525
bertanggung;responsible;Setiap anggota tim harus bertanggung jawab atas tugas masing-masing.;Every team member should be responsible for their respective tasks.;verb;526
jawab;answer;Silakan berikan jawabannya dalam bentuk tulisan.;Please provide the answer in written form.;noun;527
dibandingkan;compared;Produk ini lebih baik dibandingkan dengan versi sebelumnya.;This product is better compared to the previous version.;verb;528
muncul;emerge;Masalah baru muncul setelah pembaruan perangkat lunak.;New problems emerge after the software update.;verb;529
menitikberatkan;emphasize;Penting untuk menitikberatkan aspek keamanan dalam perencanaan proyek ini.;It is important to emphasize the security aspect in the planning of this project.;verb;530
lalu;then;Pilih menu makanan terlebih dahulu, lalu tunggu pelayan datang.;Choose the food menu first, then wait for the waiter to come.;conjunction;531
menyediakan;provide;Restoran ini menyediakan berbagai pilihan menu makanan.;This restaurant provides various food menu options.;verb;532
khusus;special;Ini adalah kesempatan khusus yang tidak boleh dilewatkan.;This is a special opportunity that should not be missed.;adjective;533
gunakan;use;Mohon gunakan pintu keluar di sisi kanan.;Please use the exit door on the right side.;verb;534
melayani;serve;Pelayan restoran sangat ramah dalam melayani pelanggan.;The restaurant servers are very friendly in serving customers.;verb;535
masing-masing;each;Setiap siswa akan mendapatkan hadiah masing-masing.;Each student will receive their own respective gifts.;pronoun;536
